entry_n,entry_vwap,exit_n_120,exit_n_14400,exit_n_1800,exit_n_30,exit_n_300,exit_n_3600,exit_n_43200,exit_n_60,exit_n_86400,exit_n_900,exit_vwap_120,exit_vwap_14400,exit_vwap_1800,exit_vwap_30,exit_vwap_300,exit_vwap_3600,exit_vwap_43200,exit_vwap_60,exit_vwap_86400,exit_vwap_900,n_buys_pre,t0,token,vol_usd_pre
87,6.39777429428082e-05,86,635,686,36,50,727,253,51,4818,198,0.00010178398006014595,0.00031696860868053126,0.000693159506901737,6.113466908934553e-05,0.00013160423418677098,0.0004369395291969966,0.00024086372340884134,6.531699381925135e-05,0.0012624523391155636,0.00021454428846654777,17,2026-08-27 14:16:14,0x8cf33e3026604bd85677e7bc6e04d256571b6653,1197.7189677469573
0,,1,1,16,0,2,4,3,0,2,34,0.00014531348959209296,1.4370005005234179e-05,8.870046116846201e-05,,0.0002817304557682383,7.56876535691325e-05,1.2074903697147914e-05,,7.359842923331498e-06,4.373519103859071e-05,0,2026-08-27 15:46:43,0xd1db07ceb43a35f6b7abc29578c3ac99b5d1a258,0.0
0,,0,11,10,0,0,21,7,0,1,4,,0.00011320359040376308,0.00025672919457553426,,,7.947890827928943e-05,4.085724770387865e-05,,1.397339578530318e-05,0.00017367519143417166,0,2026-08-27 03:27:48,0x4adb43daad04439eff802768682798654444acf6,0.0
193,2.8864442907530984e-05,18,23,71,145,7,24,18,48,26,11,2.2654331531293233e-05,1.9349390815594748e-05,4.781753656160741e-05,3.337375190347479e-05,2.857093992402113e-05,3.241607081862406e-05,3.347612317003859e-05,2.206151176862153e-05,4.7651503034476344e-06,2.9462308752560218e-05,160,2026-08-27 21:27:01,0x3653c1abbce11b9be82a9d5ec1c6d7a77aa1c038,21489.16071140547
113,1.3452432218955255e-05,30,0,0,82,1,0,0,31,0,0,5.833143277078011e-06,2.5412875502581948e-06,2.366822607248087e-06,1.5500509847231617e-05,7.58203209518298e-06,2.2075170403670156e-06,2.0359846857282005e-06,9.651836102932765e-06,2.1404848801182952e-06,3.6854506252114097e-06,47,2026-08-27 18:15:35,0x6f62ac12309c656af64f7cfba536534699ebde22,4603.67614407195
167,6.670811002312502e-05,242,0,1,98,52,1,0,69,0,19,0.00018001968052303063,3.012235331976176e-06,3.2284706327430506e-06,6.696447109435545e-05,2.5996307355418446e-05,3.0726094001735404e-06,3.012235331976176e-06,6.609713299772629e-05,3.056641010551053e-06,3.367328357231286e-06,55,2026-08-27 17:24:55,0x7b73f6c73a8ab793100b75b2692c36a55410438f,4839.978838472084
0,,0,0,0,0,0,0,0,0,0,0,0.0002549704678222662,0.0002549704678222662,0.0002549704678222662,0.0002549704678222662,0.0002549704678222662,0.0002549704678222662,0.0002549704678222662,0.0002549704678222662,0.00040357093643575713,0.0002549704678222662,4,2026-08-27 08:32:50,0x6f086c5bd71de7d80625a21b6973ae411acf64a7,7.518391044896109
270,3.963273097985178e-05,105,4,57,130,12,0,1,140,0,7,1.5165300282480643e-05,3.4802927859746977e-06,9.009244172286888e-06,5.2315686578387794e-05,8.481087386711437e-06,4.623266670792973e-06,2.740894310534907e-06,3.214173769725595e-05,2.820393343691301e-06,8.431745932734124e-06,104,2026-08-27 14:00:11,0xcba6c974da70d264e3fac81c94441fecdc44bfa0,6731.128239811159
111,7.294981357881723e-05,54,103,274,71,74,410,99,40,182,195,4.51217965443833e-05,0.00014037181575908317,0.00020273198536773375,7.490910566717375e-05,8.837701529747898e-05,0.00044052819675025924,0.00010038085213787869,6.846690864900285e-05,0.00012427888642258441,0.0002252357518501843,63,2026-08-27 13:12:24,0xfbcdecbbe8f4d5ae1f8b6de41854689a143f5952,5976.995831352785
1,2.0746597208481243e-05,0,0,0,0,0,0,0,1,0,0,1.4264960101686758e-05,2.406637472339643e-06,2.7702357918606906e-06,,1.4264960101686758e-05,2.406637472339643e-06,2.406637472339643e-06,2.0746597208481243e-05,2.406637472339643e-06,4.8079627349274605e-06,0,2026-08-27 19:03:21,0xa3f97c7cfcf820ee0ee3a1ef102ae1308e6f5ee4,0.0
0,,0,0,4,0,0,0,0,0,3,0,,1.1771618633020099e-05,6.094041131468318e-05,,,2.5109616656883332e-05,6.603712763055842e-06,,4.959953519108567e-06,1.2711246671444093e-05,0,2026-08-27 15:36:33,0x8442e2ab14cf7cf98cd8852b2d4607556e036412,0.0
8,4.658044451338809e-05,4,19,15,5,0,15,7,3,6,7,5.027810807873618e-05,3.403476752745326e-05,4.7083208882810344e-05,4.7142997843735954e-05,3.94365489805848e-05,4.206495289833713e-05,1.1136632435184155e-05,4.5136666773392124e-05,3.2967342684683316e-06,3.9286842053367954e-05,7,2026-08-27 11:46:06,0xc47d9636692d2fa04029902c2d4f0717958b39d7,217.03160344743475
0,,0,0,2,0,0,0,0,0,1,1,,5.497866451902711e-05,4.394630437762419e-05,,,4.996738623134734e-05,2.2998197756453712e-05,,2.3953527891197907e-05,8.09873738602123e-05,0,2026-08-27 20:18:06,0x55b18432284715e3ffc32ee83433e9308820c15c,0.0
109,5.7449807544704844e-05,180,7,32,47,74,52,1,62,3,54,0.00010189481856125519,1.1492086644335096e-05,3.2095516046139465e-05,5.039987009943815e-05,7.480403126537202e-05,9.519105298143337e-05,5.825040183489355e-06,6.322488494518045e-05,5.141907207897494e-06,3.935888124847322e-05,39,2026-08-27 17:47:43,0x04be13ec374174de8a8dbe7a0c480ce75659d104,2058.321632369922
0,,0,6,268,0,0,7,0,0,0,155,,9.839408986621075e-06,0.00011328469100192115,,,2.317526524860509e-05,6.252867951861282e-06,,8.586386978758385e-06,0.0001543575586086259,0,2026-08-27 19:13:05,0x8b64f27788582f3445d8ecebe74f63fdff5d6bfe,0.0
186,5.915300590397215e-05,56,0,5,103,49,3,1,83,2,138,7.48123421592913e-05,4.240178493302563e-06,5.14775589722165e-06,5.6184145724762216e-05,5.705518645790043e-05,4.617794320245191e-06,3.975949312385071e-06,6.335536522049522e-05,2.707270805271962e-06,8.29173877935916e-06,114,2026-08-27 18:19:09,0xa7c7369aba7f8d831a822b2820547806e6535c39,13606.83657680131
0,,0,0,0,0,0,0,0,0,1,0,,0.0005076873942788715,0.0005076873942788715,,,0.0005076873942788715,0.0005076873942788715,,6.474501963310023e-05,0.0005076873942788715,0,2026-08-27 14:02:37,0xc4af8805543ad90f101e841db0f30bf97300a36d,0.0
238,1.4655849202536432e-05,37,10,47,183,63,43,5,55,5,49,1.8607622532585692e-05,6.523713235483106e-06,3.0272054774526465e-05,1.5589147961731964e-05,2.7546127836892907e-05,2.4502355210566703e-05,4.974671124984258e-06,1.1519507348102336e-05,3.879821783214327e-06,2.2250524046985164e-05,127,2026-08-27 15:59:56,0x5b5977f93bcbaf50caf093525266ca7ae002ed15,11505.029651217781
21,6.078653541252718e-05,5,9,15,7,22,7,3,14,1,9,5.7840318498976435e-05,4.444356425778547e-05,5.582173307415843e-05,5.969609345832808e-05,6.5452627669397e-05,6.229620692408628e-05,3.925721218859534e-06,6.16405727008709e-05,4.008124826057238e-06,6.144438854042483e-05,7,2026-08-27 09:41:12,0xb89974bded1b1d57f32331cc63e11a805d73d23a,338.5036254503267
41,6.297597196457314e-05,12,4,27,26,10,10,0,15,11,46,4.2087876860398146e-05,6.251597876501926e-06,1.1928141693943395e-05,6.17584171549868e-05,5.383150770763165e-05,6.102709945300517e-06,5.466829094081991e-06,6.544432583965252e-05,3.667158083600512e-06,6.694685664486833e-05,21,2026-08-27 16:43:01,0xcba1d01286ab8ef485966cdffcacf230d769d9d5,2239.4656978820985
281,6.0470849926983755e-05,52,2,3,193,51,2,0,88,1,3,3.680356910879291e-05,2.8887952586289407e-06,2.9073757657828206e-06,6.170236336781696e-05,2.8975689296233464e-05,3.100458464993236e-06,2.818650120122724e-06,5.693341966496017e-05,2.9860318207498627e-06,3.999074247643347e-06,52,2026-08-27 13:06:35,0xb561b7f7900b613012519fa718b54c8e9bc809e7,7275.7529207033385
1032,0.00011775640551905279,262,4,1,522,537,7,2,510,1,5,0.00013605573644867534,3.719110816516991e-06,6.047704849837469e-06,0.00010502995822643272,0.0002674712824711168,4.1270444396189714e-06,3.303705562220623e-06,0.00013187975486194325,3.188472378699926e-06,5.4853633686435775e-06,105,2026-08-27 14:59:27,0x2f656364394686c32ef896a6bf6739f706ad7334,11713.873761943752
0,,1,0,0,0,0,0,1,0,1,0,3.538059437907276e-05,2.8572597287734726e-06,2.8899851472819513e-06,,0.00016808802438492574,2.5656186867258876e-06,2.1232016133187026e-06,,1.995017354971779e-06,4.413114888493543e-06,0,2026-08-27 19:03:39,0x738d788a5c6e7bd13968a030888f659b879844bb,0.0
232,3.9427515228362206e-05,84,28,220,150,69,84,68,82,165,115,5.670355570335058e-05,4.279479975131185e-05,0.00020809910023684994,3.96559309140136e-05,6.190975406103848e-05,6.161917210605754e-05,4.6881721141625074e-05,3.906989461622481e-05,0.0001001572459333391,6.97392734422604e-05,197,2026-08-27 16:47:47,0x45603e50c0f59210bdbeda29eadad4d8dcb15aac,22127.78712848053
0,,0,0,0,0,0,0,0,0,0,0,,2.786222094235389e-06,,,,,2.786222094235389e-06,,2.786222094235389e-06,,0,2026-08-27 16:27:07,0xd683f3afa8231727e9d268d5f5ef3d7271ce1ac4,0.0
621,0.00019575698638248613,318,5,116,249,168,619,6,372,15,765,0.00010973939987923767,4.628682487128522e-06,0.00012817230860204365,0.00014383553765354433,0.000379470277800869,0.00043252085588426346,5.411401226933006e-06,0.0002519670447436321,1.088604334724781e-05,0.00017714756337743558,135,2026-08-27 17:58:25,0x201ebd16f690025705e88d8bbd33b04955f49835,74370.30159665339
