entry_n,entry_vwap,exit_n_120,exit_n_14400,exit_n_1800,exit_n_30,exit_n_300,exit_n_3600,exit_n_43200,exit_n_60,exit_n_86400,exit_n_900,exit_vwap_120,exit_vwap_14400,exit_vwap_1800,exit_vwap_30,exit_vwap_300,exit_vwap_3600,exit_vwap_43200,exit_vwap_60,exit_vwap_86400,exit_vwap_900,n_buys_pre,t0,token,vol_usd_pre
82,3.564775370450514e-05,17,9,22,51,6,12,6,31,41,15,2.8473655173338105e-05,5.714713003649008e-05,5.3787291265319486e-05,3.651051300766287e-05,2.212853963765397e-05,4.4830789522842967e-05,6.7278993912464e-05,3.4674276112951236e-05,8.316962857050903e-05,3.89586933766487e-05,55,2026-08-29 14:59:49,0x55867b37bf9083963d551919e549681782acf192,5614.0730024402
38,5.384555609068345e-05,49,1,2,15,9,2,2,23,3,0,7.109652292609789e-05,4.555662602572475e-06,4.3131082417688425e-06,5.3370656894008974e-05,1.156523942791549e-05,4.772451737514181e-06,4.062467221305851e-06,5.43721784036854e-05,3.2541546338282332e-06,5.524250222867192e-06,18,2026-08-29 15:48:41,0xdc10ac9dc75a52ba08ba643889d280419fc26f72,596.4938937129797
544,0.00016170292915283936,105,6,23,157,96,64,32,387,214,43,0.00016260601489426633,3.48015042743933e-05,3.654174948704556e-05,0.00014415111625887088,0.00020432278351677324,3.355615955303391e-05,7.424966807948015e-05,0.00017455238704229867,0.0001408408109997269,7.411885011084561e-05,78,2026-08-29 16:09:22,0x6b5e27b1323095bef9732b3d59a20a9dedac5fc5,10161.231713258761
40,4.088010133766954e-05,10,0,8,26,13,4,2,14,2,6,4.46830983897503e-05,8.65138840167004e-06,1.5717218703799898e-05,3.910294250317876e-05,4.8572109645547235e-05,7.446634611955459e-06,6.576080345040918e-06,4.452708892254397e-05,7.991802299113904e-06,1.0992167037766571e-05,16,2026-08-29 16:18:30,0x77c60a4199e7416e9559fa2287304ecb15da4a63,1321.8985326632433
443,5.8414197373299494e-05,202,22,60,250,120,18,6,193,2,90,2.9571814392016455e-05,6.414498575180844e-06,2.7455714559295706e-05,5.5298890304665926e-05,7.432162985738842e-05,3.47585437652402e-05,4.097429852424429e-06,6.235055502637318e-05,3.829629427870854e-06,2.4069817586414083e-05,230,2026-08-29 16:54:42,0x2363e82b2b1d0c4fb4615948ab2b63f7bde7fdcf,16913.632822651936
246,3.8516807712101794e-05,30,4,54,132,24,33,7,114,10,21,2.7156852447369094e-05,4.632349923820797e-06,2.786719612041907e-05,4.3375612830698274e-05,3.167348165348948e-05,2.4237472320012307e-05,5.812391661187626e-06,3.302000690665454e-05,1.0554208151549141e-05,1.635330729611497e-05,134,2026-08-29 17:27:41,0xf6d2554c73ef6d4109050f31ed7723c69daa12c7,17908.19428991699
52,3.328618310877512e-05,17,55,11,19,15,89,9,33,5,9,3.550522250208613e-05,6.69265411103812e-05,1.6779618003960303e-05,2.904059067062858e-05,2.2765102202282993e-05,9.690215193710292e-05,1.062498161271194e-05,3.797145769305931e-05,8.901264721790189e-06,7.96795379488962e-06,8,2026-08-29 17:36:13,0xfc1b49d99223f062bd512550f0d69812b2bcecd1,937.8363043898113
0,,0,0,0,0,0,0,0,0,0,0,,1.4136231510210277e-05,1.4136231510210277e-05,,,1.4136231510210277e-05,1.4136231510210277e-05,,1.4136231510210277e-05,1.4136231510210277e-05,0,2026-08-29 18:01:14,0xc25d571e2dccecb5b30245bc89c7b94fdd69a870,0.0
44,4.1582101625309956e-05,26,0,14,10,43,11,10,34,20,20,3.2397390196457524e-05,6.5729420173696075e-06,1.7561495607012756e-05,4.705857311868195e-05,2.253027031852981e-05,5.54069653803093e-06,6.7734294357573715e-06,4.03926660105533e-05,1.457507085347944e-05,4.516998847585408e-05,30,2026-08-29 18:51:38,0x64a64533c09e01880988addf526e8a47a29aac04,3869.9716733334512
140,5.3751540457662436e-05,69,41,397,69,68,885,5,71,3,155,4.691378360863538e-05,4.062570723895129e-06,8.06630519117583e-05,5.297409010601477e-05,5.0035516494738144e-05,0.00012538293583818613,4.803161760820596e-06,5.484219837247708e-05,3.98616485182863e-06,0.0001070511399034699,27,2026-08-29 20:23:52,0xb0bb214ec6c6c600d224c781339309a95f8e4811,3509.8084551550055
0,,0,0,0,0,0,0,0,0,0,0,,3.025463799375935e-06,3.025463799375935e-06,,,3.025463799375935e-06,2.275006306558705e-06,,2.275006306558705e-06,3.025463799375935e-06,0,2026-08-29 22:13:57,0xc37d4a9a3797e1b3ad3fbf3880e4aed64135523a,0.0
27,4.986034921301621e-05,22,0,17,16,7,3,0,11,0,29,4.529824001691509e-05,2.6684956250690222e-06,1.3104762552345982e-05,5.0258356047412974e-05,3.279118240012618e-05,2.891934058906364e-06,2.6115070758621104e-06,4.8892512065394677e-05,2.6310791003001805e-06,3.720292886266947e-05,14,2026-08-29 22:24:00,0x4ccc674e004fd6695e0e7394dec70448b6b9c2b2,597.0812130828574
15,4.551914192857349e-05,5,106,45,5,10,237,34,10,108,172,4.902467487167972e-05,0.00017131644167227438,0.00014078947824275342,4.355997677654534e-05,6.968604778208308e-05,0.00037722237650154763,0.0001496526495141598,4.645045675632104e-05,0.00010514769221597873,0.0002105211107287776,1,2026-08-29 23:03:47,0x42a897af3925518a30164306c25458488de0cf24,19.484942938492
99,2.9580412753405942e-05,30,12,43,33,9,25,3,66,14,19,2.839680479062313e-05,5.36238313507275e-06,2.502548221527807e-05,3.394085250954942e-05,2.7201295426236394e-05,1.9718838239761782e-05,3.204448315843763e-06,2.7540665992569057e-05,6.849941066275163e-06,2.237933703499579e-05,44,2026-08-08 18:34:16,0x56eebdd62607378731da8c0af890f104082efd39,4635.191371144381
14,4.205630050721808e-05,5,12,38,9,12,24,59,5,793,5,3.747371025331938e-05,1.8556770525714407e-05,3.892996087194468e-05,4.238229447131865e-05,3.671396234791022e-05,3.313583996026201e-05,1.3408729408168833e-05,4.1334091874371013e-05,3.8503447311203276e-05,2.6416048646371856e-05,4,2026-08-09 01:11:02,0xff23d2eab1e714949afa26851855a0a70e51bff3,284.2685347404375
74,4.116180609522253e-05,27,1,12,37,24,7,2,37,0,50,3.516499131539757e-05,2.8662995641982554e-06,8.50520456908558e-06,3.882356772715463e-05,4.66669796565445e-05,3.4224070500805295e-06,2.6710965097707327e-06,4.895600706271706e-05,2.5472144513934595e-06,8.328863395592646e-06,10,2026-08-10 03:09:24,0x13fa79f9c09e7349b06142a38b8a0198c87def49,408.9040064999999
34,2.648660744288191e-05,19,43,97,17,16,215,6,17,1,55,2.685904845710424e-05,0.00014233266145543416,3.298276635292016e-05,2.676915288023295e-05,1.9881106715468803e-05,4.245434571382937e-05,5.40154259255584e-06,2.6187151299179848e-05,2.2501007525531668e-06,2.719237110332327e-05,11,2026-08-11 19:22:16,0x250e71a2eeadbf1c83a173ca58cf648fe5c10bc5,20.75087248304631
48,4.671845426216884e-05,10,51,18,30,3,45,76,18,56,4,5.500966408255091e-05,6.353503924575773e-05,5.316293253233999e-05,4.936066014270732e-05,3.576548164332885e-05,6.38660166084945e-05,5.597481206783473e-05,4.2912016158476844e-05,6.478937620838766e-05,3.226937788325362e-05,21,2026-08-12 03:45:56,0x740ad50fac84db5c1cf50b19eb808aee1b643bee,2975.324962500001
2,3.867238191955083e-05,2,0,21,0,0,0,0,2,0,0,3.9466595733301846e-05,1.9675016110815826e-06,1.9395392381534295e-06,3.923259036693641e-05,3.87564910567596e-05,1.9002204912940142e-06,1.9675016110815826e-06,3.867238191955083e-05,1.9675016110815826e-06,3.9202778378568816e-05,1,2026-08-13 03:41:15,0x4be07b569b5e9e82617e19ef5b1f316abfecdcf5,20.000584340213493
60,4.538369895869987e-05,2,0,20,34,21,2,3,26,2,18,3.685399358112264e-05,2.2568674383713822e-06,2.0268368802988193e-05,4.6292594186655326e-05,4.600223300332226e-05,2.524276292914558e-06,2.0230673142398755e-06,4.397673206289849e-05,1.932579386764966e-06,2.333673015516956e-05,16,2026-08-13 14:05:04,0x6218717b5a624786c6aae7136d6764f595f687a5,743.1951151630525
0,,5,0,0,0,0,0,3,0,0,4,0.00013738178969923808,3.496950576989796e-06,9.323042136612578e-06,7.516378011271813e-05,0.00021911658719987425,4.293084521428436e-06,2.7487535311085582e-06,7.516378011271813e-05,2.8155184821023215e-06,2.0888154218381836e-05,4,2026-08-13 16:27:24,0x6471102079c2fab7a626eae8b902dfb25b0fcfa7,7.793631205574895
302,7.467267258065396e-05,210,5,123,169,59,573,6,133,5,92,0.00011771064975368083,6.678463409747758e-06,0.00013383183290896855,6.89140578263874e-05,4.9758456745634065e-05,0.0002475960958150065,3.879020687031833e-06,8.085667434259546e-05,3.4223952062315053e-06,7.009957723896958e-05,69,2026-08-13 23:17:32,0x19057832022790a636fbffc0fec6975c465c8205,6273.54249484226
4,3.9379932186015706e-05,2,2,0,1,0,0,13,3,3,2,3.091209200079415e-05,2.397083939452319e-05,2.5532616701510716e-05,3.911659981899603e-05,3.1109831384393455e-05,2.564650292623904e-05,2.145634390923667e-05,3.941217861805407e-05,2.6120201343494495e-06,3.390272815478238e-05,7,2026-08-14 04:04:23,0x0aeec4139a29eda1109dd06d3f8061299d8b8f47,97.14975739477565
457,0.0002168021674211048,122,268,137,281,102,192,1215,176,298,67,0.00023776227956677018,0.0002818184248533716,0.00015619716541747966,0.00021567040222744403,0.00016123991247671287,8.614006807782971e-05,0.0004376153892400155,0.00021804847887411786,0.00020706343790771915,0.0001721610921913717,143,2026-08-15 00:44:13,0x65ce2b19f5b0130ac87a67df1608c6c1c493873c,17958.736010630066
269,3.574845197323623e-05,139,3,9,79,2,3,8,190,3,19,2.4537138634990138e-05,8.053584790924089e-06,9.178703916792591e-06,2.6736663860173643e-05,2.0457940073920513e-05,7.643954323933269e-06,7.980076350876213e-06,4.13477153973144e-05,6.097933105808741e-06,1.3830669338279e-05,38,2026-08-15 02:11:24,0x95e50902e5acdca0f87966c2b570a74321c9f123,2407.6240252699886
48,3.9010500503969745e-05,32,0,49,7,10,16,0,41,0,45,3.1941539455008494e-05,3.0783493616259324e-06,5.97302104235943e-06,4.007393751591068e-05,3.113089491305182e-05,5.201145325611548e-06,2.6606262418769296e-06,3.895722969653905e-05,2.4008436368056137e-06,3.952922681616904e-05,9,2026-08-15 11:54:31,0x8a0d3070a2013347b5cca1c2ac059e69b92a4dfe,428.6483961085197
8,5.748966712447187e-05,5,1,0,5,1,0,0,3,0,0,6.507214009422785e-05,1.978142812032381e-06,1.964033204477306e-06,5.767492109417032e-05,6.899018881491309e-05,1.968462228099423e-06,1.928820094186654e-06,5.6898355182309836e-05,1.935641752857679e-06,1.964033204477306e-06,4,2026-08-17 19:55:50,0x873a5ca977fd19e427ecbc0e6037bd7405bddf10,76.99869086799876
1,0.00026925626895087475,0,9,98,0,0,34,26,1,2,14,0.00026925626895087475,9.081846760676463e-05,0.00029106735873042763,,0.00026925626895087475,0.00023638944310851618,5.5254180833284344e-05,0.00026925626895087475,1.9553678198480276e-05,0.00018459526794987482,0,2026-08-18 03:53:49,0xe6e766a51495d8e14f8cd1b3469954b0d5cc238f,0.0
142,2.9726164357089743e-05,61,16,30,80,18,21,7,62,12,50,3.470059754290068e-05,1.0694929745342907e-05,3.379033785679671e-05,3.111128788774126e-05,2.829742968345637e-05,1.880148627277368e-05,1.2781756178538126e-05,2.7459353888027416e-05,1.3901692560242991e-05,3.589996516726921e-05,102,2026-08-18 14:37:20,0xd9d3887a18862701e1205b3ed72acd9a5b3131c4,10343.688440781783
6,2.163879928663141e-06,0,0,2,6,0,0,0,0,1,1,2.1260172297061745e-06,2.030032852070555e-06,1.9715067314966714e-06,2.163879928663141e-06,2.0079838258095693e-06,1.9696270541927155e-06,2.030032852070555e-06,2.2414381613932974e-06,2.285899202037513e-06,1.9745745039586186e-06,99,2026-08-18 22:00:10,0xd6986bcc02b5ef324fc55779ff664dd8eafcc1c6,11240.420930870348
11,2.498848676431636e-05,3,28,17,9,2,24,19,2,151,5,2.369811591030511e-05,2.421852588206267e-05,2.451454654534702e-05,2.4914350142147775e-05,2.6523756775805223e-05,3.0839997145594536e-05,6.995263859078378e-06,2.5635133494086442e-05,1.0160714643456604e-05,2.1360936876909343e-05,13,2026-08-20 13:38:53,0x54b2b275f96250053da6e6b0db69c5014c9450f0,720.2913615936279
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-23 00:35:20,0x94c584bad2d47792d9a9383f6d0c05e9e24e6ec7,0.0
150,4.578065106858328e-05,79,334,276,77,114,287,418,73,495,942,7.099763486628653e-05,7.679038564767441e-05,0.0002129672604747314,4.5921798759717334e-05,0.00013221800909494295,0.0003586793083461016,0.0003171540526652079,4.562768212719057e-05,0.000205288019697906,0.00028130153599594914,19,2026-08-24 17:46:23,0xb245a0e4bcf6f7961b68785d54ccdf51eac906c1,1486.5726312771433
0,,0,0,0,0,0,2,0,0,0,0,,1.4599002681894815e-05,8.418897862357116e-05,,8.418897862357116e-05,0.0002808206975603073,0.0001967201362114539,,0.0001540545787038207,8.418897862357116e-05,0,2026-08-24 19:25:59,0x9c482f234a3d8ee6b7dc4825a329f62845450c5b,0.0
5,5.6846752353585116e-05,1,3,2,1,3,3,3,4,9,2,5.479142968799571e-05,6.089076787240124e-05,5.421182314501473e-05,5.6345986376660814e-05,5.724615822571125e-05,5.924012656569904e-05,6.362604864238433e-05,5.685145666295693e-05,6.766654765853161e-05,5.10497717224443e-05,4,2026-08-24 20:19:47,0xa0739e158777d7c122cd734606ef8423a539bb19,173.2854763148547
8,4.5879947089930514e-05,0,66,4,4,4,6,30,4,30,4,4.387053289676952e-05,9.140661614577834e-05,3.696600772657405e-05,4.703777465045143e-05,5.602395534151855e-05,4.849714558263074e-05,0.00011730227422302017,4.5343788445135924e-05,8.090029691154106e-05,4.543903581322508e-05,4,2026-08-25 05:42:52,0xc8c80a453f773cee6bb847bc6857ae48b05bd811,320.93366772
52,6.30750549403988e-05,33,80,32,24,21,15,10,28,8,21,5.620987235878308e-05,1.7036257469424972e-05,2.9521419703455903e-05,6.0863796290626214e-05,7.006640427897495e-05,3.573391566745192e-05,5.132155577388085e-06,6.516072171500821e-05,4.243516394461493e-06,6.075875352991704e-05,26,2026-08-25 10:56:38,0x294cf9969b8bda18ba91f88a56d569f9c01c10f4,2711.354455507075
60,3.4221124424971137e-05,41,3,47,31,54,19,2,29,0,45,4.6470918626370624e-05,5.1690383689487415e-06,2.0031750984501136e-05,3.326041663012273e-05,6.406447908736509e-05,4.633298901714285e-06,4.984769483778845e-06,3.610663198733004e-05,4.640594430059783e-06,6.47463779145484e-05,43,2026-08-25 13:10:40,0x4b0171f6605905e3c9acbcd8cf21db63c78d0d93,4586.097587035012
0,,0,0,0,0,0,1,0,0,0,0,4.199571517358617e-05,0.00011417055912952671,8.718900035043646e-05,2.9383348587193212e-05,6.37146238123437e-05,0.15328751271939536,6.272858958343036e-06,2.9383348587193212e-05,6.272858958343036e-06,1.543749372343485e-05,1,2026-08-26 10:24:21,0x6c09e8e72da0141897f1d0a2122f883443b9cbb8,0.693838783230041
15,4.5742173746884925e-05,2,0,7,10,3,1,1,5,6,1,4.0576982060593503e-05,9.708109466410121e-06,1.3790828687050748e-05,4.619598681904983e-05,1.927612483706327e-05,1.3639506200116664e-05,9.576394879705368e-06,4.487323216442904e-05,7.459725591196369e-06,1.3485976637836467e-05,9,2026-08-26 14:56:26,0x4aad6d0dcf0b327c1a03d8949b1cd9abda58c4e8,592.8932095195327
5,5.993882678345442e-05,1,0,7,3,2,13,0,2,0,8,5.475244330337245e-05,3.977696571837639e-06,4.931100236346201e-06,5.9893958047928185e-05,5.651230955137838e-05,6.02754149164237e-06,3.9608827868175965e-06,5.994436956112932e-05,3.7746038463376646e-06,6.142990834573421e-05,7,2026-08-26 16:05:30,0x3d4ed33e98f65ccb638f67569fbad571cdae6fae,433.2274565001322
6,5.5610795650227e-05,0,0,1,3,0,0,0,3,0,0,5.7232850143904164e-05,2.524344977824258e-06,2.499925724131614e-06,5.6136248074577766e-05,2.536820526052333e-06,2.499925724131614e-06,2.524344977824258e-06,5.511594477123551e-05,2.547176026763776e-06,2.536820526052333e-06,8,2026-08-26 17:10:39,0xa0de3c52d52ad5eb079ebe125a25a14d8422f717,214.6835405371139
33,9.088328512266441e-05,20,2,7,23,5,18,2,10,93,2,0.00011061772483821167,0.00021162813706370856,6.162920435161803e-05,8.99945507285839e-05,8.173249263855576e-05,6.316817705058231e-05,0.00021842678732103557,9.71777026610935e-05,1.9421741265116816e-05,5.190423729700682e-05,10,2026-08-26 22:03:42,0xb714a6be88a08d6042a3e47440eb7bc4190ab4e2,878.2723089542626
0,,0,0,0,0,0,0,0,0,0,0,,2.896391277787822e-06,2.896391277787822e-06,,,2.896391277787822e-06,2.896391277787822e-06,,2.896391277787822e-06,4.0834378021614075e-06,0,2026-08-27 12:44:47,0x99f91e5a8ef56aad09c2bbfd42dc5cf0478b084e,0.0
25,4.411747076724888e-05,21,14,23,15,14,60,9,10,25,16,5.97253662500769e-05,8.372207230263081e-06,4.6304822847507636e-05,4.255591608838784e-05,6.105202784056969e-05,3.3184305741654785e-05,8.039174627023237e-06,4.6110372882263536e-05,1.4265634653216758e-05,3.586601509597006e-05,14,2026-08-27 14:56:07,0xf1df99dc5a8ece7c4991e70ecf32bd153e043342,762.2941850074549
0,,0,0,5,0,0,0,0,0,1,0,,5.05448569548389e-06,9.764304516375677e-06,,3.453587305303605e-05,6.6568640933588614e-06,2.7466291614762846e-05,,4.61751408649424e-06,3.453587305303605e-05,0,2026-08-27 15:08:51,0x4f8cb80df2c4609838a2e0889f0926c5c4a63035,0.0
0,,1,1,16,0,2,4,3,0,2,34,0.00014531348959209296,1.4370005005234179e-05,8.870046116846201e-05,,0.0002817304557682383,7.568765356913247e-05,1.2074903697147913e-05,,7.359842923331498e-06,4.373519103859071e-05,0,2026-08-27 15:46:43,0xd1db07ceb43a35f6b7abc29578c3ac99b5d1a258,0.0
49,5.292403510322405e-05,50,1,43,25,16,13,0,24,0,19,5.404407683543994e-05,6.499807052170899e-06,3.192445049309821e-05,5.1669473617627e-05,6.9847014754516e-05,1.8832317886705317e-05,4.853063822027982e-06,5.459326274514701e-05,4.208318859450152e-06,4.048469475502112e-05,20,2026-08-27 16:38:29,0xccdf111cd05897fe52d211da7d17b3dd423c2867,1760.5558620048528
167,6.670811002312498e-05,242,0,1,98,52,1,0,69,0,19,0.0001800196805230306,3.012235331976176e-06,3.2284706327430506e-06,6.69644710943555e-05,2.5996307355418423e-05,3.0726094001735404e-06,3.012235331976176e-06,6.609713299772629e-05,3.056641010551053e-06,3.367328357231286e-06,55,2026-08-27 17:24:55,0x7b73f6c73a8ab793100b75b2692c36a55410438f,4839.978838472085
849,0.0001045651968183241,172,17,48,425,72,41,9,424,38,72,0.00010913778899108061,7.804308804540349e-05,5.613213965588728e-05,0.00012030662517061995,0.0001386497922516394,3.102342051242394e-05,6.768896722190084e-05,8.945239756282036e-05,0.00012537089935119836,0.00010046727107999485,46,2026-08-27 18:26:03,0x7ba36be14dd06ba492f08be6c1b2979c1d0b652c,5589.583748457357
44,6.004631544485392e-05,14,30,75,23,6,11,80,21,15,51,5.4769001969481006e-05,1.6923321054547846e-05,2.1090666562672608e-05,5.803946082006053e-05,5.881097399302648e-05,1.9596973092152324e-05,1.1403584303280487e-05,6.21366665732857e-05,7.956874170371396e-06,0.0001198528015299221,22,2026-08-28 02:16:49,0x92b42765361d8acb474ef288141df61e9b766aa1,2316.998913637871
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-28 02:20:00,0xbc540ed3695a2b49e822afa4216554c5bd742708,0.0
199,5.948301732253361e-05,75,6,11,107,16,2,1,92,3,42,3.075630441487491e-05,3.2880102834685916e-06,7.4267452514133e-06,5.940119923678868e-05,3.587766153803714e-05,4.676166057287764e-06,2.94691673017452e-06,5.960759342652093e-05,2.8313339503769144e-06,2.238881218501282e-05,54,2026-08-28 02:49:26,0x1d184db1a23fcd64f984808bdc0dcf15d8f6cbd2,6162.244426132417
2,0.00013977671973665592,0,0,0,0,0,0,0,2,0,0,7.624742626439245e-08,7.761714561798894e-06,7.624742626439245e-08,,7.624742626439245e-08,7.761714561798894e-06,0.0009050150264676364,0.00013977671973665592,6.231004943919983e-06,7.624742626439245e-08,0,2026-08-28 12:58:08,0xfa8184e38968f7520863abd2a76aa31991fb115d,0.0
0,,1,0,0,0,3,1,1,0,0,0,0.000139925859037919,7.6227984860808085e-06,1.3933316657506372e-05,,0.00030829919902065266,3.6385516368320016e-07,5.5014748847897775e-06,,4.165807057724909e-06,0.00032289398497423524,0,2026-08-28 13:49:38,0x640d9f39b3a4f91150bb7af38fec700affe98f0c,0.0
7,8.590727562106035e-06,0,0,0,5,0,0,1,2,2,0,5.4631615766453675e-05,1.0305429931064246e-05,1.8709060604144157e-05,7.717594896698047e-06,9.29818245995868e-05,1.8709060604144157e-05,7.886413917408399e-06,5.4737579118906416e-05,5.379442217900296e-06,0.00022388228634746547,0,2026-08-28 16:06:02,0x6d0eae9ab25222ff9a15798f6afe237d26cd7a1b,0.0
0,,0,0,0,0,0,1,0,0,0,0,,3.3057388202951145e-06,0.0003634533618656575,,0.0003634533618656575,4.360429995871413e-06,3.3057388202951145e-06,,2.8997767351783624e-06,0.0003634533618656575,0,2026-08-28 17:35:54,0x8398d96d0ef3d12cedd5a62f4164dc6be97db628,0.0
220,4.7829095462613826e-05,105,1,0,165,46,1,2,55,1,2,3.3086130247945684e-05,3.002496472722882e-06,3.294376190248909e-06,4.6570091804773835e-05,1.589312865396494e-05,3.289349029398002e-06,2.848374904435966e-06,5.1508188949511936e-05,2.8321581013936146e-06,3.669816672088327e-06,195,2026-08-28 20:41:10,0xc46fb5b84a2be703caaefdecc4f7e8fab7c80a36,22790.693492300536
200,7.704088491875003e-05,56,18,34,108,40,62,614,92,30,42,7.299758593726455e-05,2.5824129934507088e-05,2.578752385992336e-05,7.664713078336717e-05,3.2875579704272026e-05,4.051858319999981e-05,5.6802133396661314e-05,7.806521574595832e-05,2.8899730081662568e-05,2.72882345577298e-05,37,2026-08-28 20:53:10,0x3b455b4017cc763fe3bda4a7ed72fb47a379c17d,5674.609658328462
2,3.556352805596717e-05,0,0,0,1,0,0,21,1,7,0,3.5797390585956274e-05,1.676820325960316e-05,2.6307801143492933e-05,3.5475391438480725e-05,3.5797390585956274e-05,2.6307801143492933e-05,0.00025991826489263814,3.5797390585956274e-05,4.0972240258886455e-05,2.6307801143492933e-05,0,2026-08-28 21:51:48,0x50d0d0da00ffd195d2d1d2448617ad039855ad2b,0.0
78,6.003609880503488e-05,79,3,23,43,10,39,5,35,1,51,7.210133801841967e-05,4.253615797496592e-06,2.3946927749046844e-05,6.019332246714388e-05,4.356820020012363e-05,6.936921732820896e-06,3.851326636003224e-06,5.965771820947874e-05,3.550034746457432e-06,1.945220483909067e-05,49,2026-08-29 02:13:52,0x0273ff6825c203a6c9b4b3689c25313745253ab8,2951.765361742877
225,6.53468244972387e-05,101,298,270,144,128,320,142,81,132,110,8.489776785187639e-05,0.00016536207852908098,0.00019443343691604857,6.577497156102748e-05,0.0001154802609909099,0.00034767458354263855,0.00010026538041484751,6.447922088795149e-05,6.932617743029426e-05,0.00011409817485800707,97,2026-08-29 10:19:18,0x96b6a97d4e321586a5b0c27ee3bdfd895b11114c,10698.941157258036
39,3.7976541601134285e-05,18,0,0,21,51,1,0,18,0,7,4.4534084336028305e-05,2.9774055287786585e-06,2.9518722743264762e-06,3.655864772364461e-05,3.644329229055045e-05,2.982297262548866e-06,2.907584186633788e-06,4.017910268332817e-05,2.903755653003732e-06,3.1425131827149874e-06,7,2026-08-29 14:00:00,0x9d183fcbb59e92b2a983a20a8a35130c10f0d42e,388.48348177321645
0,,0,0,0,0,0,0,0,0,0,0,5.957477732171938e-10,0.0003440589387624607,0.0003440589387624607,5.957477732171938e-10,0.00010604504285710719,0.0003440589387624607,0.00046493599449514154,5.957477732171938e-10,0.00046493599449514154,0.00013135201784842857,4,2026-08-29 15:28:52,0x44fc3e8c530a7db9f5b7ed372c7e835c4698c6a5,3.105940074750623
259,5.607516083341533e-05,49,10,40,167,35,49,3,92,4,36,6.175597292390806e-05,6.3141612300989426e-06,1.8905221772650045e-05,5.733452923450765e-05,5.111137190588017e-05,2.134169003118642e-05,4.112244559935307e-06,5.2975611584902533e-05,4.442303484639379e-06,3.799674834513481e-05,112,2026-08-29 15:34:57,0x36bf54d2a70d77dbf54f81f72045141e11ebcd2c,15018.657784465126
183,8.262142478632483e-05,4,0,1,143,4,0,0,40,0,4,5.437684360642166e-05,2.6037742915685454e-06,2.754612808286567e-06,8.794613873495958e-05,5.1557451622395224e-05,2.7344107150222643e-06,2.5869950721430095e-06,6.868506410021405e-05,2.547038590579808e-06,2.946532355678313e-06,87,2026-08-29 17:35:19,0xc3a3c93d046a07902f4d9e1bbcf1a698a320e720,14069.882007822205
0,,0,4,0,0,0,0,0,0,0,0,,1.6356463166858222e-07,8.097057091733543e-06,,,8.097057091733543e-06,2.9390964663367274e-06,,2.9390964663367274e-06,8.097057091733543e-06,0,2026-08-29 17:41:56,0x07e0b6ebb36ead90a1a81249b9df153d5e39abbe,0.0
161,2.1285471281672403e-05,43,1,3,67,6,1,0,94,0,11,7.346847265666958e-06,3.0075053400135863e-06,3.53912649635508e-06,3.200659006426286e-05,1.1278987904204454e-05,3.19044788914168e-06,2.824115682244709e-06,1.5814968298152825e-05,2.8406646569454483e-06,1.1957605776555133e-05,80,2026-08-29 18:35:02,0xcb21374777cdb4243221dd26765650dab1f89d92,3126.886578496097
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-29 18:47:04,0x1e9412559db6c3f3eaff4aa9e34c5cd80bde8022,0.0
5,7.350614352852684e-05,0,0,0,0,0,0,0,5,1,0,6.982826539554648e-05,6.982826539554648e-05,6.982826539554648e-05,3.053723169996199e-05,6.982826539554648e-05,6.982826539554648e-05,6.982826539554648e-05,7.350614352852684e-05,0.000314458458080359,6.982826539554648e-05,2,2026-08-29 23:22:25,0x0bbf83c945da2c161e1ea10cd67ef450df347694,4.511661125201639
103,2.8931250624693705e-05,28,0,12,49,10,11,2,54,2,17,3.357409283752525e-05,3.4052239545563443e-06,9.802975912257929e-06,2.6468003094142128e-05,3.743891692319615e-05,4.137006234792942e-06,4.760683347344452e-06,3.278186625073771e-05,4.536186219726362e-06,3.426173212803354e-05,34,2026-08-29 23:55:36,0x161e7eee5190fd1a7fa78b1c55eb77a36972262f,2497.904392624711
11,4.350403333211421e-05,1,0,8,3,1,3,2,8,2,1,3.850329914580929e-05,1.561853996769604e-05,3.041690360797929e-05,4.379005361751473e-05,4.1775825870670204e-05,2.672171973260256e-05,1.2272078943629617e-05,4.310751556905977e-05,2.168580352090472e-06,3.704588059227821e-05,1,2026-08-06 17:19:12,0x150228e517b1f0ca7feca76f42da070797065ec5,37.886112000000004
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-07 22:25:10,0xf0f08156d456cc19db192d00f6e4b83631eab18d,0.0
24,3.933236878709599e-05,34,15,23,9,7,7,7,15,2,6,3.1521267982505786e-05,1.711777188920692e-05,2.2370232169685933e-05,3.979899431372817e-05,3.203087702328651e-05,1.9310240069980557e-05,1.7822916257731613e-05,3.8845080151470115e-05,2.532180637262711e-06,2.6845090508145054e-05,15,2026-08-10 20:18:55,0x4da589f88764a477e36d26e10b37f8e00c2098ef,2162.2012847383608
